fiscal_year,service,branch,profile_id,profile,fund_type,fund,approved
2025,Land,Real Estate,CM-17-5045,Transforming Surplus City Lands,Retained Earnings,Land Fund Retained Earnings,11704000.00
2025,LRT Expansion,Edmonton Transit Service,CM-66-3300,LRT Signals and Electrification Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,3359000.00
2025,LRT Expansion,Edmonton Transit Service,CM-66-3400,LRV Fleet & Equipment Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1657000.00
2025,LRT Expansion,Edmonton Transit Service,25-21-1000,LRV Replacements,Tax-Supported Debt,Tax-Supported Debt,36000000.00
2025,LRT Expansion,Edmonton Transit Service,CM-61-3235,Transit Facility and ROW Renewal,Grants,Canada Community Revitalization Fund (CCRF),164000.00
2025,LRT Expansion,Edmonton Transit Service,CM-61-3235,Transit Facility and ROW Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,2697000.00
2025,LRT Expansion,LRT Expansion and Renewal,24-21-9130,129 Avenue Crossing Widening,Grants,Canada's Rail Safety Improvement Program (RSIP),2400000.00
2025,LRT Expansion,LRT Expansion and Renewal,24-21-9130,129 Avenue Crossing Widening,Grants,Local Government Fiscal Framework,3841000.00
2025,LRT Expansion,LRT Expansion and Renewal,24-21-9130,129 Avenue Crossing Widening,Pay-As-You-Go (PAYG),Pay-As-You-Go,225000.00
2025,LRT Expansion,LRT Expansion and Renewal,21-21-9110,129 Avenue Special Trackworks (Crossover),Pay-As-You-Go (PAYG),Pay-As-You-Go,609000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),90749000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Grants,Provincial ICIP - matching,92309000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7018,Capital Line South LRT: Century Park to Ellersie Road,Tax-Supported Debt,Tax-Supported Debt,49900000.00
2025,LRT Expansion,LRT Expansion and Renewal,24-24-9420,Coliseum LRT Bridge (B151) Minor Rehabilitation,Grants,Canada Community-Building Fund (CCBF),4135000.00
2025,LRT Expansion,LRT Expansion and Renewal,24-24-9420,Coliseum LRT Bridge (B151) Minor Rehabilitation,Grants,Local Government Fiscal Framework,3306000.00
2025,LRT Expansion,LRT Expansion and Renewal,24-24-9420,Coliseum LRT Bridge (B151) Minor Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,257000.00
2025,LRT Expansion,LRT Expansion and Renewal,21-21-9120,Government Centre LRT Station Electrical System Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,12000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7020,LRT Prelim Design: Metro Line: Blatchford to Campbell Rd,Tax-Supported Debt,Tax-Supported Debt,3808000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7013,Metro Line LRT (NAIT - Blatchford) Extension,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),19977000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7013,Metro Line LRT (NAIT - Blatchford) Extension,Grants,Provincial ICIP - matching,19841000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7013,Metro Line LRT (NAIT - Blatchford) Extension,Tax-Supported Debt,Tax-Supported Debt,13435000.00
2025,LRT Expansion,LRT Expansion and Renewal,08-66-1672,NLRT (Downtown to NAIT),Tax-Supported Debt,Tax-Supported Debt,4006000.00
2025,LRT Expansion,LRT Expansion and Renewal,11-66-1673,Valley Line LRT,Tax-Supported Debt,Tax-Supported Debt,31064000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Grants,Federal - Investing in Canada Infrastructure Prgm (ICIP),388985000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Grants,Provincial ICIP - matching,411113000.00
2025,LRT Expansion,LRT Expansion and Renewal,16-66-7017,Valley Line LRT: Downtown to Lewis Farms,Tax-Supported Debt,Tax-Supported Debt,210887000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9043,132 Avenue: Fort Road to 97 Street Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,-200000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9043,132 Avenue: Fort Road to 97 Street Reconstruction,Reserves,Neighborhood Renewal Reserve,13772000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9044,Allendale Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,4943000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9031,Baturyn Neighbourhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,1170000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9031,Baturyn Neighbourhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,-6000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9031,Baturyn Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,9331000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9045,Beverly Heights Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,7365000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9039,Boyle Street Neighborhood Reconstruction,Local Improvements,Local Improvements Property Share,2250000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9039,Boyle Street Neighborhood Reconstruction,Reserves,Neighborhood Renewal Reserve,20107000.00
2025,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,20000.00
2025,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Reserves,Neighborhood Renewal Reserve,3464000.00
2025,Neighbourhoods,Building Great Neighbourhoods,25-25-9506,Dunluce Neighbourhood and Alley Renewal,Tax-Supported Debt,Tax-Supported Debt,20000.00
2025,Neighbourhoods,Building Great Neighbourhoods,18-66-1011,Engage 106 St -76 Ave (Phase 2),Tax-Supported Debt,Tax-Supported Debt,320000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9040,Gariepy Neighborhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,1223000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9040,Gariepy Neighborhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,-28000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9040,Gariepy Neighborhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,15013000.00
2025,Neighbourhoods,Building Great Neighbourhoods,24-40-9048,Glenwood (163 Street West) Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,4009000.00
2025,Neighbourhoods,Building Great Neighbourhoods,CM-21-5800,Great Neighbourhoods Initiative,Tax-Supported Debt,Tax-Supported Debt,66000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9041,Hairsine Neighborhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,1334000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9041,Hairsine Neighborhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,13393000.00
2025,Neighbourhoods,Building Great Neighbourhoods,24-40-9047,Hillview Neighbourhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,-300000.00
2025,Neighbourhoods,Building Great Neighbourhoods,24-40-9047,Hillview Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,3339000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9035,Kilkenny Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,103000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9032,McCauley Neighbourhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,641000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9032,McCauley Neighbourhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,-8000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9032,McCauley Neighbourhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,22107000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9042,Meyokumin Neighborhood and Alley Reconstruction,Local Improvements,Local Improvements Property Share,2205000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9042,Meyokumin Neighborhood and Alley Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,-17000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9042,Meyokumin Neighborhood and Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,25548000.00
2025,Neighbourhoods,Building Great Neighbourhoods,20-40-9021,NARP Recon - King Edward Park Alleys,Reserves,Neighborhood Renewal Reserve,153000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-30-9323,Northern Lights & South Haven Cemetery Phase 1B,Reserves,Cemetery Reserve,5459000.00
2025,Neighbourhoods,Building Great Neighbourhoods,21-66-4036,NRP Recon - Allendale,Reserves,Neighborhood Renewal Reserve,72000.00
2025,Neighbourhoods,Building Great Neighbourhoods,21-40-9024,NRP Recon - Calder,Reserves,Neighborhood Renewal Reserve,1280000.00
2025,Neighbourhoods,Building Great Neighbourhoods,21-40-9025,NRP Recon - Garneau,Reserves,Neighborhood Renewal Reserve,380000.00
2025,Neighbourhoods,Building Great Neighbourhoods,20-40-9018,NRP Recon - Grandview Heights,Reserves,Neighborhood Renewal Reserve,150000.00
2025,Neighbourhoods,Building Great Neighbourhoods,19-40-9012,NRP Recon - Highlands,Reserves,Neighborhood Renewal Reserve,425000.00
2025,Neighbourhoods,Building Great Neighbourhoods,21-40-9026,NRP Recon - Malmo Plains,Reserves,Neighborhood Renewal Reserve,95000.00
2025,Neighbourhoods,Building Great Neighbourhoods,15-66-4010,NRP Recon - Montrose,Reserves,Neighborhood Renewal Reserve,88000.00
2025,Neighbourhoods,Building Great Neighbourhoods,15-66-4050,NRP Recon - Newton (S/123 Ave),Reserves,Neighborhood Renewal Reserve,27000.00
2025,Neighbourhoods,Building Great Neighbourhoods,19-40-9015,NRP Recon - Royal Gardens,Reserves,Neighborhood Renewal Reserve,212000.00
2025,Neighbourhoods,Building Great Neighbourhoods,18-66-4024,NRP Recon - Spruce Avenue,Reserves,Neighborhood Renewal Reserve,253000.00
2025,Neighbourhoods,Building Great Neighbourhoods,19-40-9014,NRP Recon - Strathcona,Reserves,Neighborhood Renewal Reserve,92000.00
2025,Neighbourhoods,Building Great Neighbourhoods,21-40-9023,NRP/NARP Recon - Beaumaris Neighbourhood and Alleys,Reserves,Neighborhood Renewal Reserve,279000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9033,Ottewell Neighbourhood Reconstruction,Local Improvements,Local Improvements Property Share,2202000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9033,Ottewell Neighbourhood Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,-87000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9033,Ottewell Neighbourhood Reconstruction,Reserves,Neighborhood Renewal Reserve,13340000.00
2025,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Local Improvements,Local Improvements Property Share,2028000.00
2025,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Pay-As-You-Go (PAYG),Pay-As-You-Go,-310000.00
2025,Neighbourhoods,Building Great Neighbourhoods,24-40-9049,Overlanders and Homesteader Neighbourhoods Reconstruction,Reserves,Neighborhood Renewal Reserve,4458000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9036,"Pollard Meadows, Daly Grove, Crawford Plains Alley Reconstruction",Reserves,Neighborhood Renewal Reserve,179000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9037,Royal Gardens and Rideau Park Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,627000.00
2025,Neighbourhoods,Building Great Neighbourhoods,23-40-9046,Strathearn Alley Reconstruction,Reserves,Neighborhood Renewal Reserve,5684000.00
2025,Parks,Building Great Neighbourhoods,23-30-9322,Beaver Hills House/Michael Phair Parks Upgrades,Community Revitalization Levy,Debt CRL Downtown,5038000.00
2025,Parks,Building Great Neighbourhoods,23-30-9322,Beaver Hills House/Michael Phair Parks Upgrades,Grants,Other Grants - Federal,200000.00
2025,Parks,Building Great Neighbourhoods,23-30-9322,Beaver Hills House/Michael Phair Parks Upgrades,Pay-As-You-Go (PAYG),Pay-As-You-Go,683000.00
2025,Parks,Building Great Neighbourhoods,23-30-9322,Beaver Hills House/Michael Phair Parks Upgrades,Reserves,Neighborhood Renewal Reserve,180000.00
2025,Parks,Building Great Neighbourhoods,21-10-9104,Centennial Plaza Renewal,Community Revitalization Levy,Debt CRL Downtown,9000.00
2025,Parks,Building Great Neighbourhoods,21-10-9104,Centennial Plaza Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,778000.00
2025,Parks,Building Great Neighbourhoods,24-32-9430,Clarke Stadium Artificial Turf Renewal,Grants,Local Government Fiscal Framework,1020000.00
2025,Parks,Building Great Neighbourhoods,24-32-9430,Clarke Stadium Artificial Turf Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,739000.00
2025,Parks,Building Great Neighbourhoods,21-32-9100,Confederation District Park Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1929000.00
2025,Parks,Building Great Neighbourhoods,21-30-9303,Glengarry District Park Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,18000.00
2025,Parks,Building Great Neighbourhoods,18-28-1014,Heritage Valley District Park,Pay-As-You-Go (PAYG),Pay-As-You-Go,838000.00
2025,Parks,Building Great Neighbourhoods,21-30-9304,Keswick East Park Development,Grants,Canada Community-Building Fund (CCBF),273000.00
2025,Parks,Building Great Neighbourhoods,21-30-9304,Keswick East Park Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,74000.00
2025,Parks,Building Great Neighbourhoods,21-30-9305,Keswick West Park Development,Grants,Canada Community-Building Fund (CCBF),375000.00
2025,Parks,Building Great Neighbourhoods,21-30-9305,Keswick West Park Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,57000.00
2025,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Developer / Partner Financing,Partnership Funding,770000.00
2025,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Pay-As-You-Go (PAYG),Pay-As-You-Go,4052000.00
2025,Parks,Building Great Neighbourhoods,CM-33-0000,Open Space: Open Spaces - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,3571000.00
2025,Parks,Building Great Neighbourhoods,CM-38-0000,Open Space: Overland Drainage - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1809000.00
2025,Parks,Building Great Neighbourhoods,CM-32-0000,Open Space: Parks - Renewal,Grants,Local Government Fiscal Framework,13828000.00
2025,Parks,Building Great Neighbourhoods,CM-32-0000,Open Space: Parks - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,700000.00
2025,Parks,Building Great Neighbourhoods,CM-36-0000,Open Space: Partner Renewal (NPDP Renewal),Pay-As-You-Go (PAYG),Pay-As-You-Go,2372000.00
2025,Parks,Building Great Neighbourhoods,CM-30-3030,Open Space: Planning and Design - Growth,Grants,Federal - Active Transportation Fund,14000.00
2025,Parks,Building Great Neighbourhoods,CM-30-3030,Open Space: Planning and Design - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,4761000.00
2025,Parks,Building Great Neighbourhoods,CM-31-0000,Open Space: River Valley System - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,6684000.00
2025,Parks,Building Great Neighbourhoods,23-30-9320,Secord South Park Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,728000.00
2025,Parks,Building Great Neighbourhoods,21-30-9302,Urban Tree Canopy Expansion,Pay-As-You-Go (PAYG),Pay-As-You-Go,248000.00
2025,Parks,Building Great Neighbourhoods,23-30-9321,Warehouse Park,Community Revitalization Levy,Debt CRL Downtown,35846000.00
2025,Parks,Building Great Neighbourhoods,23-30-9321,Warehouse Park,Pay-As-You-Go (PAYG),Pay-As-You-Go,985000.00
2025,Parks,Infrastructure Delivery,15-28-4200,"Ambleside SW District Office, Maintenance Yard & Fuel Site",Pay-As-You-Go (PAYG),Pay-As-You-Go,17000.00
2025,Parks,Infrastructure Delivery,23-10-9317,Kennedale Snow Storage Site Upgrades,Grants,Local Government Fiscal Framework,4818000.00
2025,Parks,Infrastructure Delivery,23-10-9317,Kennedale Snow Storage Site Upgrades,Pay-As-You-Go (PAYG),Pay-As-You-Go,1955000.00
2025,Parks,Infrastructure Delivery,21-31-9100,Rundle Park Road and Parking Lot Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,144000.00
2025,Parks,Infrastructure Delivery,21-32-9101,William Hawrelak Park Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,46363000.00
2025,Parks,Infrastructure Planning and Design,CM-39-0000,Open Space - Minor Renewal Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,4774000.00
2025,Parks,Infrastructure Planning and Design,CM-39-0000,Open Space - Minor Renewal Program,Reserves,Cemetery Reserve,50000.00
2025,Parks,Infrastructure Planning and Design,CM-37-0000,Open Space: Contaminated Site Management Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,2631000.00
2025,Parks,Infrastructure Planning and Design,CM-34-0000,Open Space: Landslide and Erosion Management Program,Developer / Partner Financing,Developer Financing,5168000.00
2025,Parks,Infrastructure Planning and Design,CM-34-0000,Open Space: Landslide and Erosion Management Program,Grants,Local Government Fiscal Framework,2187000.00
